state,cluster,corr,members,window
HI,2,0.7145827989029608,"['Motion Sickness', 'Diarrhea']",2016-10
IA,18,0.6618213629260404,"['Flank Pain', 'Mutism']",2016-10
ID,8,0.7176584177223646,"['Illusions', 'Spasm']",2016-10
IL,18,0.6376843174018841,"['Metatarsalgia', 'Tics', 'Vertigo']",2016-10
IN,4,0.7935610298419358,"['Metatarsalgia', 'Eructation']",2016-10
KS,3,0.5716556658164577,"['Syncope', 'Unconsciousness', 'Diplopia', 'Metatarsalgia', 'Bulimia', 'Presbycusis']",2016-10
KY,8,0.6889846831611264,"['Livedo Reticularis', 'Amaurosis Fugax', 'Nausea']",2016-10
LA,6,0.7037076910113064,"['Earache', 'Coma', 'Hyperesthesia']",2016-10
MA,5,0.7331846645130357,"['Urinary Incontinence', 'Lethargy', 'Mouth Breathing']",2016-10
MD,15,0.6817497641621095,"['Overweight', 'Hypocapnia', 'Paresis', 'Vomiting']",2016-10
ME,3,0.7308456192693451,"['Chest Pain', 'Tics', 'Flushing']",2016-10
MI,3,0.7160196830682036,"['Renal Colic', 'Anomia']",2016-10
MN,4,0.632008012798701,"['Orthostatic Intolerance', 'Hyperacusis', 'Toothache']",2016-10
MO,1,0.6126846141938114,"['Dyspepsia', 'Birth Weight', 'Overweight', 'Eructation']",2016-10
MS,20,0.6655658117848192,"['Paresthesia', 'Paralysis']",2016-10
MT,9,0.595847532389829,"['Gagging', 'Tinnitus']",2016-10
NC,5,0.7374818456701372,"['Sweating Sickness', 'Seizures']",2016-10
ND,9,0.6513962478854943,"['Confusion', 'Gastroparesis', 'Spasm']",2016-10
NE,11,0.7331415191943002,"['Coma', 'Stuttering']",2016-10
NH,4,0.6947575863571843,"['Dystonia', 'Hyperventilation']",2016-10
NJ,16,0.7173373434595525,"['Vertigo', 'Hoarseness']",2016-10
NM,3,0.5801661559099138,"['Hiccup', 'Nocturia', 'Tics', 'Tinnitus', 'Colic', 'Flushing']",2016-10
NV,9,0.6353013143754401,"['Echolalia', 'Scotoma', 'Hemoptysis']",2016-10
NY,15,0.6586547075610257,"['Agraphia', 'Anisocoria', 'Hypothermia', 'Acute Coronary Syndrome', 'Angina Pectoris', 'Hemifacial Spasm']",2016-10
OH,12,0.6658585782136038,"['Phantom Limb', 'Eructation', 'Neuralgia']",2016-10
OK,1,0.7000345199359224,"['Sciatica', 'Gagging', 'Illusions']",2016-10
OR,11,0.6312249593995133,"['Intermittent Claudication', 'Tremor']",2016-10
PA,3,0.77535885915065,"['Hot Flashes', 'Paresis', 'Pelvic Pain']",2016-10
RI,1,0.6700988139263692,"['Back Pain', 'Motion Sickness', 'Weight Gain']",2016-10
SC,19,0.7078978491899441,"['Hypothermia', 'Body Weight', 'Hoarseness']",2016-10
SD,17,0.6279813171716814,"['Shoulder Pain', 'Myoclonus']",2016-10
TN,16,0.6404842309830946,"['Heart Murmurs', 'Constipation']",2016-10
TX,18,0.6719297930974012,"['Labor Pain', 'Hypergammaglobulinemia', 'Trismus']",2016-10
UT,6,0.6675644614796049,"['Communication Disorders', 'Hydrops Fetalis']",2016-10
VA,5,0.6136546394302815,"['Amblyopia', 'Asthenia', 'Dysphonia', 'Flatulence']",2016-10
VT,2,0.6334777024630799,"['Pruritus', 'Motion Sickness', 'Jaundice']",2016-10
WA,2,0.7414703174080984,"['Edema', 'Dysgeusia', 'Oliguria']",2016-10
WI,14,0.7900780943579496,"['Hyperacusis', 'Photophobia']",2016-10
WV,16,0.6561540860878013,"['Asthenia', 'Headache']",2016-10
WY,5,0.6764855456531219,"['Hallucinations', 'Tremor', 'Dysuria']",2016-10
AK,17,0.676424431435376,"['Low Back Pain', 'Flushing']",2016-11
AL,13,0.6669231746000666,"['Weight Gain', 'Sleep Disorders']",2016-11
AR,15,0.6822422923379531,"['Ageusia', 'Deafness']",2016-11
AZ,1,0.7338914329928006,"['Paralysis', 'Fasciculation']",2016-11
CA,7,0.6551941155643792,"['Anomia', 'Ageusia', 'Chest Pain', 'Cerebellar Ataxia']",2016-11
CO,3,0.5795508235947205,"['Myoclonus', 'Hyperemesis Gravidarum', 'Proteinuria']",2016-11
CT,4,0.8163454640966723,"['Motion Sickness', 'Dysmenorrhea', 'Overweight']",2016-11
DC,20,0.5763070537405851,"['Nocturia', 'Arthralgia', 'Gagging', 'Alien Hand Syndrome']",2016-11
DE,8,0.6313527266592446,"['Hiccup', 'Amnesia', 'Confusion', 'Hypothermia']",2016-11
FL,14,0.6313026876603287,"['Renal Colic', 'Korsakoff Syndrome', 'Aphonia', 'Jaundice', 'Myoclonus', 'Sarcopenia', 'Hyperesthesia', 'Feminization', 'Amnesia', 'Dysgeusia']",2016-11
GA,8,0.7964449239881362,"['Metatarsalgia', 'Hyperacusis']",2016-11
HI,5,0.6690376557697594,"['Fatigue', 'Polyuria']",2016-11
IA,18,0.7409200392420348,"['Sleep Deprivation', 'Toothache']",2016-11
ID,13,0.7320775232173161,"['Dystonia', 'Hyperventilation']",2016-11
IL,19,0.6755004181183776,"['Coprophagia', 'Hyperphagia', 'Dysuria']",2016-11
IN,13,0.6411343279206742,"['Body Weight', 'Weight Loss', 'Hemiplegia', 'Mental Retardation']",2016-11
KS,7,0.6958584786030563,"['Paraplegia', 'Sleep Disorders', 'Sarcopenia']",2016-11
KY,16,0.6351178126402334,"['Chest Pain', 'Low Back Pain', 'Abdominal Pain']",2016-11
LA,17,0.6796741888248312,"['Shoulder Pain', 'Sarcopenia', 'Overweight']",2016-11
MA,18,0.6811759038466327,"['Dizziness', 'Hydrops Fetalis']",2016-11
MD,9,0.65110307234729,"['Diplopia', 'Ophthalmoplegia', 'Hearing Loss', 'Catatonia']",2016-11
ME,9,0.6608208930098298,"['Polyuria', 'Anisocoria', 'Edema', 'Cyanosis', 'Back Pain']",2016-11
MI,9,0.7275281853718335,"['Diarrhea', 'Pelvic Pain', 'Weight Loss', 'Weight Gain']",2016-11
MN,11,0.652942247511035,"['Hemoglobinuria', 'Cerebellar Ataxia', 'Tics']",2016-11
MO,16,0.6447627377701645,"['Sweating Sickness', 'Encopresis', 'Paresthesia', 'Catatonia']",2016-11
MS,8,0.6402167170284722,"['Polyuria', 'Oliguria', 'Mutism', 'Hemoptysis']",2016-11
MT,10,0.6891599611052811,"['Anoxia', 'Weight Gain']",2016-11
NC,15,0.6667168978793226,"['Gagging', 'Agraphia', 'Pelvic Pain']",2016-11
ND,5,0.7038386760768877,"['Confusion', 'Gastroparesis', 'Spasm']",2016-11
NE,3,0.6896744898856451,"['Low Back Pain', 'Hematemesis']",2016-11
NH,7,0.637213548657192,"['Birth Weight', 'Obesity', 'Encopresis', 'Blindness', 'Abdominal Pain']",2016-11
NJ,16,0.6615276999585188,"['Korsakoff Syndrome', 'Dizziness', 'Paraparesis', 'Hemiplegia', 'Torticollis', 'Scotoma']",2016-11
NM,12,0.6180335895490217,"['Coprophagia', 'Catatonia', 'Neck Pain']",2016-11
NV,17,0.6822600984014997,"['Encopresis', 'Low Back Pain']",2016-11
NY,15,0.6739291717498451,"['Intermittent Claudication', 'Respiratory Sounds', 'Hemianopsia']",2016-11
OH,3,0.6680993132343351,"['Livedo Reticularis', 'Hyperventilation', 'Vertigo', 'Birth Weight']",2016-11
OK,2,0.6860219844916051,"['Aphasia', 'Neuralgia']",2016-11
OR,4,0.6874763897001152,"['Torticollis', 'Acute Coronary Syndrome']",2016-11
PA,14,0.7015339323079952,"['Purpura Fulminans', 'Birth Weight', 'Fasciculation', 'Trismus']",2016-11
RI,6,0.6489857079390455,"['Prosopagnosia', 'Body Weight']",2016-11
SC,18,0.6473366312879905,"['Paresthesia', 'Coma']",2016-11
SD,1,0.7033331941610069,"['Toothache', 'Purpura']",2016-11
TN,22,0.6617489888641088,"['Dysuria', 'Paraplegia', 'Paresthesia', 'Quadriplegia']",2016-11
TX,14,0.6718512257250532,"['Myoclonus', 'Psychomotor Agitation']",2016-11
UT,17,0.6270259167688692,"['Photophobia', 'Anomia', 'Hearing Loss', 'Colic', 'Hematemesis']",2016-11
VA,14,0.623529347060961,"['Hiccup', 'Stupor', 'Constipation', 'Phantom Limb']",2016-11
VT,3,0.6336442265330668,"['Dystonia', 'Tics', 'Halitosis']",2016-11
WA,7,0.6664608234693349,"['Eructation', 'Neck Pain']",2016-11
WI,8,0.6810618698794824,"['Labor Pain', 'Sweating Sickness', 'Morning Sickness']",2016-11
WV,1,0.6687757659920667,"['Gagging', 'Sleep Disorders', 'Dysmenorrhea', 'Nausea', 'Low Back Pain', 'Stupor', 'Catatonia']",2016-11
WY,6,0.6233995214199428,"['Hallucinations', 'Tremor', 'Dysuria']",2016-11
AK,11,0.5698824365429692,"['Birth Weight', 'Delirium', 'Diarrhea']",2016-12
AL,19,0.6881191679525317,"['Intermittent Claudication', 'Nausea']",2016-12
AR,10,0.6780405168413214,"['Amnesia', 'Labor Pain', 'Hirsutism', 'Paresthesia']",2016-12
AZ,19,0.7139005251802464,"['Paralysis', 'Fasciculation']",2016-12
CA,12,0.6862141628998731,"['Anisocoria', 'Diplopia']",2016-12
CO,5,0.6275956808769032,"['Colic', 'Vertigo']",2016-12
CT,8,0.6832222919273793,"['Syncope', 'Hot Flashes', 'Ophthalmoplegia']",2016-12
DC,5,0.6508434937424035,"['Tetany', 'Dyspepsia', 'Seizures', 'Nausea']",2016-12
DE,11,0.6191288904742197,"['Dysarthria', 'Chorea', 'Overweight', 'Neuralgia']",2016-12
FL,14,0.6211370593259752,"['Chorea', 'Polyuria', 'Arthralgia', 'Urinary Incontinence']",2016-12
GA,3,0.8157158864283439,"['Metatarsalgia', 'Hyperacusis']",2016-12
HI,9,0.6478837772484083,"['Hiccup', 'Stuttering']",2016-12
IA,13,0.6150180075628572,"['Sleep Disorders', 'Chest Pain', 'Deafness', 'Cyanosis', 'Amblyopia', 'Presbycusis']",2016-12
ID,6,0.7598262089876855,"['Earache', 'Amnesia']",2016-12
IL,6,0.6609456873582095,"['Coprophagia', 'Hyperphagia', 'Dysuria']",2016-12
IN,5,0.719844940605768,"['Labor Pain', 'Asthenia']",2016-12
KS,2,0.6725177077239117,"['Prosopagnosia', 'Chorea', 'Stuttering', 'Purpura', 'Coprophagia', 'Trismus']",2016-12
KY,20,0.6713229243603352,"['Confusion', 'Paralysis', 'Paresthesia']",2016-12
LA,9,0.6474269950944419,"['Hallucinations', 'Trismus', 'Athetosis']",2016-12
MA,15,0.6626249418495326,"['Agraphia', 'Ecchymosis', 'Cerebellar Ataxia', 'Sarcopenia']",2016-12
MD,18,0.6668800460894606,"['Livedo Reticularis', 'Hematemesis']",2016-12
ME,10,0.6344619826517496,"['Paraplegia', 'Flatulence']",2016-12
MI,5,0.6686894180728029,"['Orthostatic Intolerance', 'Neck Pain']",2016-12
MN,2,0.6100612166640773,"['Shoulder Pain', 'Gastroparesis', 'Hemianopsia']",2016-12
MO,2,0.6552566825635521,"['Earache', 'Sneezing', 'Hematemesis']",2016-12
MS,3,0.666801450950218,"['Shoulder Pain', 'Dyspnea']",2016-12
MT,13,0.6745067904100932,"['Dysarthria', 'Heartburn']",2016-12
NC,20,0.5720531728303817,"['Livedo Reticularis', 'Anisocoria', 'Urinary Incontinence', 'Hemianopsia']",2016-12
ND,13,0.5576285312554007,"['Tetany', 'Stuttering', 'Aphasia', 'Paralysis']",2016-12
NE,9,0.6290809480122199,"['Tetany', 'Birth Weight', 'Emaciation', 'Edema']",2016-12
NH,10,0.685966786414955,"['Dysarthria', 'Agnosia', 'Nausea']",2016-12
NJ,15,0.7528157061616457,"['Hypocapnia', 'Paralysis']",2016-12
NM,6,0.6121023899262612,"['Ataxia', 'Oliguria']",2016-12
NV,16,0.7435389156001253,"['Hiccup', 'Oliguria']",2016-12
NY,21,0.7801716071080473,"['Tinea Pedis', 'Pseudobulbar Palsy']",2016-12
OH,3,0.661075473934925,"['Syncope', 'Fatigue']",2016-12
OK,16,0.7161799057599888,"['Urinary Incontinence', 'Cyanosis', 'Presbycusis']",2016-12
OR,12,0.7128815032888631,"['Coma', 'Anoxia', 'Abdominal Pain', 'Urinary Incontinence', 'Sarcopenia']",2016-12
PA,13,0.6786354707037856,"['Photophobia', 'Phantom Limb']",2016-12
RI,17,0.6721347397189806,"['Hiccup', 'Hirsutism', 'Jaundice']",2016-12
SC,11,0.6213505728873626,"['Diplopia', 'Delirium', 'Hirsutism', 'Hemoptysis']",2016-12
SD,10,0.6798772955899107,"['Toothache', 'Purpura', 'Aphasia']",2016-12
TN,20,0.6509893201534951,"['Orthostatic Intolerance', 'Gastroparesis', 'Fasciculation', 'Trismus']",2016-12
TX,19,0.6820482925847126,"['Virilism', 'Pseudobulbar Palsy']",2016-12
UT,16,0.6548819361614837,"['Tinea Pedis', 'Chest Pain', 'Dyspepsia', 'Hyperemesis Gravidarum', 'Presbycusis']",2016-12
VA,4,0.7125280253266619,"['Colic', 'Cerebellar Ataxia']",2016-12
VT,10,0.7305389838590892,"['Morning Sickness', 'Sneezing']",2016-12
WA,15,0.7697942919256434,"['Gagging', 'Eye Hemorrhage', 'Mouth Breathing']",2016-12
WI,1,0.7012241313528293,"['Hyperesthesia', 'Overweight']",2016-12
WV,13,0.7115855580453446,"['Paraplegia', 'Dysuria']",2016-12
WY,2,0.7426262358556699,"['Confusion', 'Chills']",2016-12
AK,19,0.6405037375889122,"['Amnesia', 'Headache', 'Pruritus', 'Snoring']",2017-01
AL,11,0.658204551034111,"['Chills', 'Dystonia', 'Colic', 'Coprophagia', 'Flushing', 'Hydrops Fetalis']",2017-01
AR,22,0.6548393853446312,"['Motion Sickness', 'Dyspepsia', 'Halitosis']",2017-01
AZ,9,0.7584797944895357,"['Eructation', 'Birth Weight', 'Mouth Breathing']",2017-01
CA,4,0.6127999124969777,"['Facial Paralysis', 'Hyperacusis', 'Flank Pain', 'Pseudobulbar Palsy']",2017-01
CO,10,0.6299654064796623,"['Hiccup', 'Arthralgia', 'Pseudophakia', 'Dyspnea', 'Muscle Weakness', 'Hematemesis']",2017-01
CT,19,0.7119462378913101,"['Morning Sickness', 'Hoarseness']",2017-01
DC,15,0.6534686851355566,"['Tetany', 'Dyspepsia', 'Seizures', 'Nausea']",2017-01
DE,7,0.5972978256006506,"['Dysarthria', 'Chorea', 'Overweight', 'Neuralgia']",2017-01
FL,2,0.7357211125866447,"['Paraparesis', 'Gagging', 'Eye Hemorrhage']",2017-01
GA,18,0.5770487222537345,"['Chest Pain', 'Phantom Limb', 'Mutism', 'Language Disorders']",2017-01
HI,12,0.8137434677899736,"['Syncope', 'Pelvic Pain']",2017-01
IA,18,0.6360512205790172,"['Tremor', 'Weight Gain', 'Dyspepsia', 'Delirium', 'Paraplegia']",2017-01
ID,13,0.7761577162800379,"['Earache', 'Amnesia']",2017-01
IL,15,0.6545937340173091,"['Nocturia', 'Mouth Breathing', 'Speech Disorders', 'Dysphonia', 'Presbycusis']",2017-01
IN,3,0.6783098010079058,"['Vertigo', 'Constipation']",2017-01
KS,10,0.751214618763446,"['Prosopagnosia', 'Chorea', 'Stuttering', 'Purpura']",2017-01
KY,8,0.7289531787791237,"['Polyuria', 'Hypoventilation']",2017-01
LA,16,0.71232496780469,"['Anisocoria', 'Jaundice', 'Agnosia']",2017-01
MA,17,0.6272658483989286,"['Fetal Weight', 'Fasciculation']",2017-01
MD,20,0.6063582645034781,"['Hiccup', 'Labor Pain']",2017-01
ME,2,0.553548566031956,"['Presbycusis', 'Dizziness', 'Pelvic Pain']",2017-01
MI,20,0.7361240770057842,"['Feminization', 'Thinness', 'Ophthalmoplegia']",2017-01
MN,13,0.6876973287887119,"['Ecchymosis', 'Catatonia']",2017-01
MO,2,0.7081159274816675,"['Flank Pain', 'Vertigo']",2017-01
MS,7,0.7571520941157046,"['Flank Pain', 'Angina Pectoris']",2017-01
MT,19,0.6499407479126146,"['Dysarthria', 'Heartburn']",2017-01
NC,16,0.7041976959097158,"['Photophobia', 'Aphasia', 'Intermittent Claudication', 'Language Disorders', 'Sarcopenia']",2017-01
ND,1,0.6157889204265644,"['Blindness', 'Body Weight', 'Anorexia', 'Ecchymosis']",2017-01
NE,19,0.6715801051194981,"['Illusions', 'Hyperemesis Gravidarum', 'Eye Pain', 'Hoarseness']",2017-01
NH,10,0.5854093693168062,"['Birth Weight', 'Encopresis', 'Blindness', 'Abdominal Pain', 'Anorexia', 'Bulimia']",2017-01
NJ,15,0.6622898755181909,"['Hypocapnia', 'Paralysis', 'Flatulence']",2017-01
NM,8,0.6950649476440859,"['Paresthesia', 'Purpura', 'Cachexia']",2017-01
NV,1,0.6459917446460347,"['Pallor', 'Amblyopia']",2017-01
NY,1,0.7801716071080471,"['Tinea Pedis', 'Pseudobulbar Palsy']",2017-01
OH,5,0.7006383875057374,"['Photophobia', 'Lethargy']",2017-01
OK,20,0.6675746679076493,"['Anoxia', 'Vertigo']",2017-01
OR,2,0.6983106668414355,"['Diplopia', 'Livedo Reticularis']",2017-01
PA,14,0.6557148523974282,"['Eye Hemorrhage', 'Acute Coronary Syndrome', 'Anisocoria', 'Hypothermia']",2017-01
RI,15,0.6849275787736828,"['Tremor', 'Myoclonus']",2017-01
SC,12,0.6736400096081945,"['Pruritus', 'Hyperacusis', 'Chorea']",2017-01
SD,16,0.5983105116222103,"['Low Back Pain', 'Seizures', 'Dysmenorrhea', 'Tinnitus']",2017-01
TN,1,0.6853784051765689,"['Tinea Pedis', 'Heart Murmurs', 'Pelvic Pain']",2017-01
TX,14,0.7202230453673542,"['Hypocapnia', 'Hypesthesia', 'Neuralgia']",2017-01
UT,1,0.7200630890104446,"['Polyuria', 'Stuttering']",2017-01
VA,20,0.7390483344072517,"['Hiccup', 'Cachexia']",2017-01
VT,4,0.7992112359867662,"['Gagging', 'Hypoventilation']",2017-01
WA,6,0.7184374508173811,"['Cachexia', 'Quadriplegia']",2017-01
WI,17,0.6847201619613187,"['Athetosis', 'Overweight', 'Hyperesthesia', 'Hirsutism']",2017-01
WV,7,0.6354918907313922,"['Amblyopia', 'Amnesia', 'Pain', 'Weight Loss']",2017-01
WY,1,0.7939345320396646,"['Spasm', 'Constipation']",2017-01
AK,12,0.6320950919763585,"['Hiccup', 'Gastroparesis', 'Dysmenorrhea']",2017-02
AL,5,0.6469030297254962,"['Diarrhea', 'Seizures', 'Neuralgia', 'Metatarsalgia', 'Paraplegia', 'Dysgeusia']",2017-02
AR,18,0.6028502670338441,"['Aphasia', 'Urinary Incontinence', 'Cachexia', 'Toothache']",2017-02
AZ,21,0.6120075203642413,"['Prosopagnosia', 'Illusions', 'Emaciation', 'Paresthesia']",2017-02
CA,8,0.697130895322482,"['Communication Disorders', 'Mental Fatigue']",2017-02
CO,9,0.7058798310586623,"['Urinary Incontinence', 'Persistent Vegetative State', 'Proteinuria']",2017-02
CT,10,0.6924553592999952,"['Arthralgia', 'Pseudophakia', 'Nausea', 'Pelvic Pain']",2017-02
DC,12,0.6243620746486948,"['Bulimia', 'Diarrhea']",2017-02
DE,16,0.7755267505058066,"['Tetany', 'Stupor']",2017-02
FL,2,0.6842773904375103,"['Hypocapnia', 'Reticulocytosis']",2017-02
GA,17,0.614225145929479,"['Quadriplegia', 'Livedo Reticularis', 'Presbycusis']",2017-02
HI,7,0.6155458058377046,"['Hirsutism', 'Dyspnea', 'Overweight']",2017-02
IA,19,0.5762746750813318,"['Renal Colic', 'Stupor', 'Catatonia']",2017-02
ID,10,0.756267694298995,"['Earache', 'Amnesia']",2017-02
IL,14,0.7327892747893484,"['Eye Hemorrhage', 'Ophthalmoplegia']",2017-02
IN,20,0.8352298468846582,"['Bulimia', 'Echolalia']",2017-02
KS,6,0.6123710353719756,"['Chest Pain', 'Hypothermia', 'Cyanosis', 'Flatulence', 'Vomiting', 'Blindness', 'Fever', 'Cough', 'Apnea', 'Abdominal Pain', 'Headache']",2017-02
KY,10,0.64483689096725,"['Low Back Pain', 'Pelvic Pain', 'Anisocoria', 'Tinnitus']",2017-02
LA,18,0.6136802678179648,"['Dizziness', 'Illusions', 'Diarrhea', 'Earache']",2017-02
MA,9,0.7167167766600416,"['Feminization', 'Birth Weight']",2017-02
MD,9,0.6212056762050653,"['Sweating Sickness', 'Sleep Deprivation', 'Neck Pain', 'Stupor', 'Hemiplegia', 'Dyslexia']",2017-02
ME,17,0.612353093016871,"['Syncope', 'Arthralgia', 'Ataxia', 'Hyperventilation', 'Gastroparesis', 'Cachexia']",2017-02
MI,14,0.6747447449809935,"['Hemoglobinuria', 'Hyperalgesia', 'Birth Weight', 'Arthralgia']",2017-02
MN,6,0.7148169465167086,"['Eye Pain', 'Korsakoff Syndrome', 'Susac Syndrome']",2017-02
MO,13,0.6861175369676908,"['Sciatica', 'Cerebellar Ataxia']",2017-02
MS,6,0.6982009469298189,"['Fever', 'Cough', 'Coprophagia', 'Ataxia']",2017-02
MT,4,0.6327778955121951,"['Anoxia', 'Weight Gain', 'Hemoptysis']",2017-02
NC,18,0.5700772421898025,"['Fetal Weight', 'Arthralgia', 'Halitosis', 'Flushing', 'Eructation']",2017-02
ND,12,0.7169015364943576,"['Colic', 'Tremor']",2017-02
NE,1,0.7095430373899081,"['Renal Colic', 'Coma']",2017-02
NH,10,0.7533822333533585,"['Chest Pain', 'Tinnitus', 'Seizures']",2017-02
NJ,11,0.6853588149676415,"['Cachexia', 'Dysmenorrhea']",2017-02
NM,17,0.6250562319763212,"['Coprophagia', 'Catatonia', 'Neck Pain']",2017-02
NV,8,0.6823814373396263,"['Syncope', 'Dyspepsia']",2017-02
NY,15,0.6244533672461794,"['Intermittent Claudication', 'Tremor', 'Hearing Disorders', 'Dysphonia', 'Presbycusis']",2017-02
OH,12,0.6463454424216407,"['Dystonia', 'Angina Pectoris']",2017-02
OK,8,0.6478070691434248,"['Hallucinations', 'Diarrhea', 'Paresis', 'Neck Pain']",2017-02
OR,2,0.758164127218134,"['Hypothermia', 'Toothache', 'Snoring']",2017-02
PA,12,0.6760094060497842,"['Hiccup', 'Speech Disorders', 'Flushing', 'Edema']",2017-02
RI,15,0.6193775889022389,"['Echolalia', 'Hypoventilation', 'Dysmenorrhea']",2017-02
SC,21,0.6951169929945678,"['Tics', 'Amblyopia']",2017-02
SD,7,0.6792866224772338,"['Fatigue', 'Agnosia']",2017-02
TN,11,0.7386268273272166,"['Dysphonia', 'Anisocoria', 'Mouth Breathing', 'Hypercalciuria']",2017-02
TX,4,0.6582912872141772,"['Gait Ataxia', 'Albuminuria', 'Dyskinesias', 'Waterhouse-Friderichsen Syndrome']",2017-02
UT,12,0.7456887268271837,"['Shoulder Pain', 'Hypothermia', 'Emaciation']",2017-02
VA,20,0.6192605074333299,"['Tinea Pedis', 'Hyperalgesia', 'Dysmenorrhea', 'Confusion', 'Ataxia', 'Hemoptysis', 'Hemiplegia', 'Hematemesis']",2017-02
VT,19,0.6655141883775766,"['Lethargy', 'Purpura']",2017-02
WA,19,0.7068053705126486,"['Amnesia', 'Myoclonus', 'Emaciation']",2017-02
WI,3,0.6725847063187648,"['Amblyopia', 'Asthenia', 'Miosis', 'Neck Pain']",2017-02
WV,17,0.6345004762367396,"['Sciatica', 'Hemianopsia']",2017-02
WY,11,0.6796498197373241,"['Gastroparesis', 'Spasm', 'Constipation']",2017-02
AK,7,0.6610752641794552,"['Paralysis', 'Neuralgia']",2017-03
AL,17,0.6183620989274802,"['Hypothermia', 'Communication Disorders', 'Coma']",2017-03
AR,9,0.613466447328158,"['Morning Sickness', 'Diarrhea', 'Dysuria']",2017-03
AZ,10,0.5966664329654942,"['Obesity', 'Confusion', 'Muscle Cramp', 'Vomiting', 'Blindness', 'Facial Paralysis', 'Anoxia', 'Amblyopia', 'Amnesia', 'Anorexia']",2017-03
CA,2,0.6688249634205895,"['Fetal Weight', 'Gerstmann Syndrome']",2017-03
CO,19,0.721768791849338,"['Feminization', 'Hearing Loss', 'Angina Pectoris']",2017-03
CT,14,0.7472767301460581,"['Hiccup', 'Hematemesis']",2017-03
DC,3,0.7587742283633871,"['Dyspepsia', 'Seizures']",2017-03
DE,17,0.6509547489900941,"['Chorea', 'Sciatica', 'Overweight']",2017-03
FL,2,0.712637227199784,"['Flank Pain', 'Myokymia', 'Body Weight Changes']",2017-03
GA,22,0.6550522648083624,"['Hyperalgesia', 'Eructation']",2017-03
HI,12,0.6598407214803613,"['Fatigue', 'Motion Sickness', 'Birth Weight']",2017-03
IA,22,0.6016699300547391,"['Chills', 'Hearing Loss', 'Illusions', 'Obesity', 'Sleep Deprivation', 'Deafness', 'Cyanosis', 'Jaundice', 'Blindness', 'Tetany', 'Anorexia']",2017-03
ID,21,0.7920002405005528,"['Earache', 'Amnesia']",2017-03
IL,2,0.709772968218472,"['Motion Sickness', 'Asthenia']",2017-03
IN,1,0.7335704491490468,"['Muscle Cramp', 'Catalepsy']",2017-03
KS,6,0.6926729880343152,"['Anoxia', 'Sleep Disorders']",2017-03
KY,5,0.7214090346553307,"['Ageusia', 'Dysmenorrhea', 'Ecchymosis', 'Hematemesis']",2017-03
LA,1,0.6291913101366203,"['Feminization', 'Halitosis', 'Alien Hand Syndrome']",2017-03
MA,18,0.7069989031023154,"['Ecchymosis', 'Oliguria']",2017-03
MD,18,0.6124254689041201,"['Livedo Reticularis', 'Coma']",2017-03
ME,4,0.6864198248294202,"['Abdominal Pain', 'Asthenia', 'Neuralgia']",2017-03
MI,3,0.7362346159297073,"['Orthostatic Intolerance', 'Unconsciousness', 'Fasciculation']",2017-03
MN,1,0.6644437543341485,"['Metatarsalgia', 'Paresis', 'Hydrops Fetalis']",2017-03
MO,7,0.7249629201845084,"['Sciatica', 'Cerebellar Ataxia']",2017-03
MS,1,0.7109037959612448,"['Sleep Deprivation', 'Paralysis']",2017-03
MT,11,0.6211828941365217,"['Hiccup', 'Dysarthria', 'Heartburn']",2017-03
NC,18,0.6074574840905534,"['Coma', 'Hemoptysis', 'Motion Sickness', 'Dyspepsia', 'Learning Disorders']",2017-03
ND,15,0.652501497168078,"['Hiccup', 'Headache', 'Tics', 'Hypothermia']",2017-03
NE,11,0.657065272235424,"['Apnea', 'Ataxia', 'Hemianopsia', 'Hoarseness']",2017-03
NH,22,0.733121042901972,"['Diplopia', 'Paralysis', 'Purpura']",2017-03
NJ,8,0.6516573248367324,"['Seizures', 'Heart Murmurs', 'Speech Disorders', 'Hyperphagia', 'Hematemesis']",2017-03
NM,15,0.6573531235202066,"['Stuttering', 'Presbycusis']",2017-03
NV,10,0.6140796673560557,"['Coprophagia', 'Lethargy', 'Deafness']",2017-03
NY,1,0.6017164874634803,"['Tinea Pedis', 'Dysmenorrhea', 'Unconsciousness', 'Dysgeusia', 'Hemoptysis', 'Ageusia', 'Trismus']",2017-03
OH,9,0.6869825796987646,"['Body Weight', 'Abdominal Pain', 'Metatarsalgia', 'Paralysis']",2017-03
OK,6,0.6213529195808866,"['Tremor', 'Catatonia', 'Sarcopenia']",2017-03
OR,10,0.6321774884679251,"['Hypothermia', 'Mutism', 'Toothache', 'Snoring']",2017-03
PA,18,0.6649700398030118,"['Sweating Sickness', 'Morning Sickness', 'Asthenia', 'Trismus']",2017-03
RI,19,0.7456955397236986,"['Miosis', 'Cachexia']",2017-03
SC,5,0.6979619974929047,"['Ageusia', 'Dysmenorrhea', 'Labor Pain', 'Jaundice']",2017-03
SD,3,0.6459669193132981,"['Tinnitus', 'Seizures']",2017-03
TN,10,0.6621384056217251,"['Flank Pain', 'Hypoventilation', 'Anomia']",2017-03
TX,11,0.6517123631190271,"['Korsakoff Syndrome', 'Photophobia', 'Arthralgia', 'Mouth Breathing', 'Quadriplegia', 'Urinary Incontinence', 'Horner Syndrome', 'Reticulocytosis']",2017-03
UT,11,0.6795340637652273,"['Sleep Deprivation', 'Tinnitus', 'Pallor']",2017-03
